date,close
2016-01-01,3137.300048828125
2016-01-02,3143.1333821614585
2016-01-03,3148.9667154947915
2016-01-04,3154.800048828125
2016-01-05,3173.89990234375
2016-01-06,3254.0
2016-01-07,3271.0
2016-01-08,3209.5
2016-01-09,3217.2666829427085
2016-01-10,3225.0333658854165
2016-01-11,3232.800048828125
2016-01-12,3235.800048828125
2016-01-13,3224.800048828125
2016-01-14,3211.800048828125
2016-01-15,3191.39990234375
2016-01-16,3213.0999348958335
2016-01-17,3234.7999674479165
2016-01-18,3256.5
2016-01-19,3242.0
2016-01-20,3271.300048828125
2016-01-21,3357.39990234375
2016-01-22,3284.0
2016-01-23,3273.7333170572915
2016-01-24,3263.4666341145835
2016-01-25,3253.199951171875
2016-01-26,3339.89990234375
2016-01-27,3312.39990234375
2016-01-28,3278.0
2016-01-29,3260.89990234375
2016-01-30,3251.0999348958335
2016-01-31,3241.2999674479165
2016-02-01,3231.5
2016-02-02,3281.800048828125
2016-02-03,3298.800048828125
2016-02-04,3317.0
2016-02-05,3333.0
2016-02-06,3344.3333333333335
2016-02-07,3355.6666666666665
2016-02-08,3367.0
2016-02-09,3302.300048828125
2016-02-10,3390.0
2016-02-11,3354.39990234375
2016-02-12,3403.5
2016-02-13,3381.36669921875
2016-02-14,3359.2333984375
2016-02-15,3337.10009765625
2016-02-16,3414.0
2016-02-17,3379.39990234375
2016-02-18,3334.39990234375
2016-02-19,3289.39990234375
2016-02-20,3296.9666341145835
2016-02-21,3304.5333658854165
2016-02-22,3312.10009765625
2016-02-23,3324.0
2016-02-24,3265.5
2016-02-25,3297.699951171875
2016-02-26,3295.5
2016-02-27,3296.2000325520835
2016-02-28,3296.9000651041665
2016-02-29,3297.60009765625
2016-03-01,3249.199951171875
2016-03-02,3205.0
2016-03-03,3139.199951171875
2016-03-04,3141.89990234375
2016-03-05,3130.63330078125
2016-03-06,3119.36669921875
2016-03-07,3108.10009765625
2016-03-08,3071.0
2016-03-09,3158.699951171875
2016-03-10,3140.0
2016-03-11,3164.60009765625
2016-03-12,3145.4334309895835
2016-03-13,3126.2667643229165
2016-03-14,3107.10009765625
2016-03-15,3165.0
2016-03-16,3085.5
2016-03-17,3118.5
2016-03-18,3030.89990234375
2016-03-19,3044.5999348958335
2016-03-20,3058.2999674479165
2016-03-21,3072.0
2016-03-22,3028.0
2016-03-23,3065.0
2016-03-24,3072.0
2016-03-25,3072.0
2016-03-26,3056.0
2016-03-27,3040.0
2016-03-28,3024.0
2016-03-29,3058.0
2016-03-30,3010.199951171875
2016-03-31,2999.0
2016-04-01,3033.0
2016-04-02,3043.3333333333335
2016-04-03,3053.6666666666665
2016-04-04,3064.0
2016-04-05,3084.0
2016-04-06,3029.699951171875
2016-04-07,3038.10009765625
2016-04-08,3092.0
2016-04-09,3079.0
2016-04-10,3066.0
2016-04-11,3053.0
2016-04-12,3019.0
2016-04-13,3005.0
2016-04-14,2994.0
2016-04-15,2997.0
2016-04-16,2987.6666666666665
2016-04-17,2978.3333333333335
2016-04-18,2969.0
2016-04-19,2898.0
2016-04-20,2901.0
2016-04-21,2858.199951171875
2016-04-22,2946.0
2016-04-23,2953.0
2016-04-24,2960.0
2016-04-25,2967.0
2016-04-26,2954.0
2016-04-27,2906.5
2016-04-28,2875.0
2016-04-29,2846.5
2016-04-30,2834.7333170572915
2016-05-01,2822.9666341145835
2016-05-02,2811.199951171875
2016-05-03,2809.60009765625
2016-05-04,2955.0
2016-05-05,2955.0
2016-05-06,2967.0
2016-05-07,2963.6666666666665
2016-05-08,2960.3333333333335
2016-05-09,2957.0
2016-05-10,2973.0
2016-05-11,2937.0
2016-05-12,2946.0
2016-05-13,2986.0
2016-05-14,2974.1666666666665
2016-05-15,2962.3333333333335
2016-05-16,2950.5
2016-05-17,3008.0
2016-05-18,3023.0
2016-05-19,3056.0
2016-05-20,3050.0
2016-05-21,3050.6666666666665
2016-05-22,3051.3333333333335
2016-05-23,3052.0
2016-05-24,3062.0
2016-05-25,3059.0
2016-05-26,3051.0
2016-05-27,3068.0
2016-05-28,3051.13330078125
2016-05-29,3034.2666015625
2016-05-30,3017.39990234375
2016-05-31,3088.0
2016-06-01,3112.0
2016-06-02,3081.60009765625
2016-06-03,3012.0
2016-06-04,3014.3333333333335
2016-06-05,3016.6666666666665
2016-06-06,3019.0
2016-06-07,2941.0
2016-06-08,2827.0
2016-06-09,2940.0
2016-06-10,2969.0
2016-06-11,2977.6666666666665
2016-06-12,2986.3333333333335
2016-06-13,2995.0
2016-06-14,3003.0
2016-06-15,2952.0
2016-06-16,3013.0
2016-06-17,2968.0
2016-06-18,2967.933349609375
2016-06-19,2967.86669921875
2016-06-20,2967.800048828125
2016-06-21,2949.300048828125
2016-06-22,2916.699951171875
2016-06-23,2877.89990234375
2016-06-24,2837.800048828125
2016-06-25,2910.86669921875
2016-06-26,2983.933349609375
2016-06-27,3057.0
2016-06-28,2981.0
2016-06-29,2935.199951171875
2016-06-30,2881.60009765625
2016-07-01,2871.800048828125
2016-07-02,2874.7000325520835
2016-07-03,2877.6000162760415
2016-07-04,2880.5
2016-07-05,2909.60009765625
2016-07-06,2927.0
2016-07-07,2961.5
2016-07-08,2946.699951171875
2016-07-09,2942.7999674479165
2016-07-10,2938.8999837239585
2016-07-11,2935.0
2016-07-12,2899.10009765625
2016-07-13,2872.199951171875
2016-07-14,2890.5
2016-07-15,2898.60009765625
2016-07-16,2889.4000651041665
2016-07-17,2880.2000325520835
2016-07-18,2871.0
2016-07-19,2885.5
2016-07-20,2881.89990234375
2016-07-21,2879.800048828125
2016-07-22,2906.39990234375
2016-07-23,2905.5665690104165
2016-07-24,2904.7332356770835
2016-07-25,2903.89990234375
2016-07-26,3061.0
2016-07-27,3080.0
2016-07-28,3039.199951171875
2016-07-29,3031.89990234375
2016-07-30,3030.2666015625
2016-07-31,3028.63330078125
2016-08-01,3027.0
2016-08-02,3038.10009765625
2016-08-03,3070.89990234375
2016-08-04,3081.0
2016-08-05,3054.10009765625
2016-08-06,3033.4000651041665
2016-08-07,3012.7000325520835
2016-08-08,2992.0
2016-08-09,2984.0
2016-08-10,2939.300048828125
2016-08-11,2899.5
2016-08-12,2843.199951171875
2016-08-13,2871.1866048177085
2016-08-14,2899.1732584635415
2016-08-15,2927.159912109375
2016-08-16,2885.89990234375
2016-08-17,2909.260009765625
2016-08-18,2894.02001953125
2016-08-19,2857.0
2016-08-20,2867.546630859375
2016-08-21,2878.09326171875
2016-08-22,2888.639892578125
2016-08-23,2920.419921875
2016-08-24,2937.52001953125
2016-08-25,2894.0400390625
2016-08-26,2876.10009765625
2016-08-27,2865.300048828125
2016-08-28,2854.5
2016-08-29,2843.699951171875
2016-08-30,2880.39990234375
2016-08-31,2893.800048828125
2016-09-01,2915.10009765625
2016-09-02,2953.0
2016-09-03,2933.8333333333335
2016-09-04,2914.6666666666665
2016-09-05,2895.5
2016-09-06,2867.0
2016-09-07,2861.610107421875
2016-09-08,2825.89990234375
2016-09-09,2806.0
2016-09-10,2827.6666666666665
2016-09-11,2849.3333333333335
2016-09-12,2871.0
2016-09-13,2975.0
2016-09-14,2950.1298828125
2016-09-15,2926.89990234375
2016-09-16,2902.5
2016-09-17,2907.2900390625
2016-09-18,2912.080078125
2016-09-19,2916.8701171875
2016-09-20,2930.5
2016-09-21,2891.27001953125
2016-09-22,2857.10009765625
2016-09-23,2838.800048828125
2016-09-24,2866.32666015625
2016-09-25,2893.853271484375
2016-09-26,2921.3798828125
2016-09-27,2883.550048828125
2016-09-28,2909.8798828125
2016-09-29,2867.10009765625
2016-09-30,2828.699951171875
2016-10-01,2863.38330078125
