Ridge_forecast,Lasso_forecast,GradientBoostingRegressor_forecast,XGBRegressor_forecast,RNN_forecast,LSTM_forecast,BidirectionalLSTM_forecast
2867.817325788368,2870.4530717305875,2861.485814476382,2867.0869140625,2843.82958984375,2943.995361328125,2741.806396484375
2868.9425199137527,2867.6504248384767,2857.175497204894,2863.2822265625,2843.777099609375,2942.456298828125,2738.826416015625
2851.1834184190957,2830.6955953803804,2870.647104008778,2864.69970703125,2844.978515625,2940.16455078125,2737.730224609375
2851.236283893249,2850.1052543240307,2886.8252281775885,2883.608642578125,2842.76171875,2937.63330078125,2734.949462890625
2841.669045885842,2839.3178153836466,2869.264271379501,2866.47509765625,2841.56591796875,2935.644287109375,2732.94091796875
2855.6642581496876,2867.158754397787,2891.005402548,2862.1787109375,2837.5537109375,2932.128662109375,2729.472900390625
2850.24769992134,2849.5437828455138,2868.747781787392,2865.59912109375,2835.607177734375,2935.7265625,2728.9208984375
2838.339590184209,2796.98681164706,2842.013542448456,2856.997314453125,2834.5791015625,2928.823974609375,2727.076416015625
2840.1514454118956,2869.716679997649,2842.2711265424828,2850.89013671875,2825.6982421875,2931.065673828125,2717.829345703125
2859.990168499885,2897.2934610859024,2896.161976717193,2884.380615234375,2837.44677734375,2923.297119140625,2728.7265625
2884.550068011172,2850.4177659432385,2887.152074381188,2882.3583984375,2827.2021484375,2936.369384765625,2732.87109375
2894.946593467869,2938.5964384987633,2864.928949093977,2851.426513671875,2834.369873046875,2938.350830078125,2726.422119140625
2908.16138941831,2940.0681272650722,2888.4114639597633,2888.214111328125,2849.898193359375,2930.23583984375,2749.896728515625
2981.3561435404235,2939.755943445843,2919.864615745014,2915.73876953125,2848.205322265625,2955.75634765625,2755.807373046875
2947.858458322952,2938.2292244938103,2931.7574597998155,2920.302490234375,2875.11669921875,2968.841064453125,2766.534912109375
2936.7686623478985,2928.3490559819925,2901.0083106323054,2919.251953125,2883.3701171875,2952.827392578125,2786.995361328125
2934.4389673574306,2928.770022871982,2912.662229770985,2903.597900390625,2880.87939453125,2979.09619140625,2779.016845703125
2930.3923511754942,2926.2311869327073,2903.194712419859,2915.9169921875,2908.08984375,2970.377197265625,2786.079345703125
2954.4054947273626,2960.1048033233506,2923.628163785596,2917.6669921875,2898.83154296875,2997.337646484375,2799.232177734375
2974.6887862006183,2976.6462140522776,2957.4321950100784,2966.603271484375,2910.10009765625,3003.454345703125,2799.240478515625
2970.2642837436683,2940.407569855702,2966.6189136388707,2962.5908203125,2915.63330078125,3010.770263671875,2809.576904296875
2945.121355365008,2925.0419240986716,2935.4926987403833,2938.000732421875,2917.2451171875,3024.359375,2814.333251953125
2921.6692790814823,2918.9739148343065,2927.3178402116305,2926.392578125,2922.9619140625,3017.088623046875,2814.050048828125
2920.1288787163185,2894.2637539730545,2907.813599522984,2915.212646484375,2918.016357421875,3016.38330078125,2809.628173828125
2886.6614173995,2824.7767591126644,2886.0479763008925,2861.759033203125,2914.555419921875,3011.64453125,2798.117431640625
2845.1170890808307,2821.6076640391434,2882.8821605109133,2875.280517578125,2902.603759765625,2993.84228515625,2781.109130859375
2860.763124159179,2923.105861005593,2901.117484912447,2903.954345703125,2889.32470703125,2981.3212890625,2762.33056640625
2892.8464834392807,2869.209237518478,2924.094683933376,2919.982666015625,2881.5244140625,2978.563232421875,2764.935791015625
2931.3967104840845,2904.063614240756,2916.673024531023,2929.7197265625,2866.32421875,2987.2392578125,2753.78173828125
2902.308540092468,2905.340633262385,2898.704280831244,2879.499755859375,2871.3603515625,2974.957275390625,2757.91796875
2916.8313485707126,2904.317617493983,2892.6555076124823,2885.12353515625,2867.54296875,2965.694091796875,2767.411865234375
2909.364772531269,2916.685842596187,2914.457939555859,2911.0673828125,2867.62939453125,2980.717041015625,2762.374267578125
2904.7089521114385,2884.8518052786926,2900.5830400765826,2894.677978515625,2884.65234375,2961.52880859375,2775.7177734375
2907.969068781138,2871.604151112378,2864.4889564901246,2857.730712890625,2862.270263671875,2967.836181640625,2765.641845703125
2905.0206825167647,2917.0675281362105,2875.4683726281633,2877.115478515625,2882.4609375,2949.935546875,2754.5556640625
2908.3849438376283,2915.9982725474306,2907.8161131917363,2908.799072265625,2878.471923828125,2966.602783203125,2772.182861328125
2919.8506326108322,2891.222068647497,2904.5297313308374,2902.313232421875,2875.507080078125,2983.594482421875,2772.0361328125
2868.7657903988106,2832.4014458192646,2881.5970500091225,2868.73388671875,2879.035400390625,2974.2021484375,2768.312744140625
2868.7631693362428,2898.0150941516745,2924.76240494708,2908.520263671875,2872.130859375,2968.699462890625,2763.798583984375
2873.9129295056987,2893.584083439096,2879.8049564769613,2861.662353515625,2874.462890625,2969.4326171875,2763.826416015625
2909.402271401071,2913.7068592638257,2900.086573197598,2894.27099609375,2872.05126953125,2972.287353515625,2765.546875
2904.1136194648725,2916.9779620993245,2903.9734864200313,2910.43896484375,2869.1015625,2976.748291015625,2765.739501953125
2915.7994054291526,2913.7703960617905,2879.5539458935878,2878.56689453125,2875.35693359375,2961.986572265625,2762.875244140625
2922.083393188758,2929.7687384564138,2909.456600740151,2910.337158203125,2873.416015625,2981.962646484375,2770.0537109375
2921.5484896137596,2928.2507145602954,2925.254308945175,2915.940185546875,2892.85595703125,2981.053955078125,2783.204345703125
2925.327995635602,2933.9788702700002,2913.941432836575,2901.170166015625,2883.76611328125,2989.059326171875,2788.163330078125
2931.1154797429485,2951.084892584156,2906.3679379618397,2903.63916015625,2895.88623046875,2984.163330078125,2784.837890625
2951.1748888885254,2972.640672839841,2940.9003293661412,2952.491943359375,2901.32373046875,2987.513427734375,2794.539306640625
2972.04864649719,2974.62755397279,2953.7071958753722,2960.4755859375,2908.95556640625,3008.20361328125,2805.682373046875
2997.633994972178,3029.384361988695,2950.376531438662,2958.3154296875,2920.31689453125,3016.12548828125,2815.848388671875
2987.7482865879756,2982.5628938758396,3031.092086757191,3031.695556640625,2932.33837890625,3029.281005859375,2832.970703125
3004.583791144,3024.773174776224,2984.8055393596696,2987.522216796875,2939.07958984375,3036.56982421875,2836.639892578125
2991.742395729479,3019.6036193484847,3033.7517352179043,3033.57275390625,2957.09912109375,3048.886962890625,2849.625732421875
3024.350020091997,3019.3612469339855,3023.2367740089103,3028.178955078125,2965.0166015625,3046.075439453125,2861.0166015625
3017.9220783466067,3026.664362437186,3012.845851858532,3011.299560546875,2970.424072265625,3074.770751953125,2862.168212890625
3009.797775159509,3018.9488034248293,3032.6093963824846,3039.00732421875,2989.094482421875,3062.743408203125,2875.039306640625
3019.119451522795,3044.2782116876892,3014.519561742139,3014.06201171875,2979.35595703125,3089.079833984375,2877.591552734375
3019.5589775088156,3042.2573173028372,3033.0339760448364,3043.075439453125,3001.603271484375,3090.320068359375,2884.575439453125
3051.2803138738527,3044.558052658174,3037.382062199644,3041.955322265625,2997.810302734375,3102.101318359375,2894.9912109375
3046.7558409958688,3045.2415800109243,3034.9475265078604,3039.497314453125,3005.208984375,3109.7099609375,2896.355712890625
3053.676904221914,3082.062749623717,3044.5927756367205,3060.287353515625,3012.40283203125,3107.229736328125,2902.217041015625
3069.9414419074014,3094.141076047657,3057.8064677183334,3062.504150390625,3017.402587890625,3123.019775390625,2912.54833984375
3089.014926112752,3088.069609115462,3078.356300360913,3086.330322265625,3029.024169921875,3128.490478515625,2920.93505859375
3082.1419595738234,3061.377205477594,3078.356300360913,3083.41064453125,3033.60791015625,3137.136962890625,2927.09423828125
3071.4585611358584,3073.9856720226066,3072.7121865482427,3073.64990234375,3041.009765625,3135.3505859375,2928.960693359375
3047.311761350228,3045.372357869604,3068.613266427493,3063.400634765625,3045.265380859375,3142.277099609375,2931.7568359375
3044.3583194123808,3042.9222847145297,3050.74517004268,3053.4853515625,3046.66259765625,3144.32568359375,2929.962890625
3025.176619950154,3017.3653969438324,3025.3534508076095,3022.187744140625,3043.974853515625,3142.819580078125,2926.343505859375
3034.055572415962,3029.21944432205,3013.6085151507923,3013.475830078125,3038.27734375,3134.412841796875,2918.141845703125
3021.41101775976,3011.5019768110537,3034.0572570875775,3032.30029296875,3030.96728515625,3136.20068359375,2912.259033203125
3010.42827506746,3003.0529180963727,3002.4655904888864,3006.658935546875,3026.948974609375,3129.86865234375,2909.975830078125
2994.458726027258,2997.5327881134085,2974.479487042402,2962.621826171875,3012.74267578125,3126.222900390625,2901.753173828125
2978.9387273191082,2955.1096031926913,2967.3787859128865,2967.8935546875,3009.016357421875,3110.500732421875,2892.25732421875
2998.0558955977567,3027.013289148966,2979.0057716809442,2968.643310546875,2994.3427734375,3105.005859375,2879.281982421875
3010.6804040819584,3028.2817435005322,3030.4082040657704,3016.69873046875,2998.175048828125,3095.69873046875,2882.812255859375
3035.5665366076437,3015.685581954605,3027.7172348970066,3016.6396484375,2986.322265625,3097.711669921875,2880.864013671875
3011.7386012208412,3010.8422411778224,3020.4859732924974,3003.815185546875,2987.9443359375,3098.300048828125,2873.927001953125
3000.9236689151544,2998.758507339587,3011.5039641958115,3019.452392578125,2994.095703125,3082.871337890625,2882.24951171875
2994.0347309327385,2983.335525981903,2984.233059342083,2979.88330078125,2982.953369140625,3094.0693359375,2875.416748046875
2986.9682472251257,2967.3527525751338,2977.0681587236472,2974.857666015625,2993.38525390625,3082.6611328125,2870.799560546875
2958.638089603666,2960.1776066836933,2967.1601240362575,2965.276611328125,2978.3076171875,3078.067138671875,2867.677734375
2951.4071670153417,2955.2614800704755,2938.880593551194,2938.099365234375,2974.78466796875,3070.185791015625,2851.086181640625
2943.533090411388,2936.009279412819,2959.8343479668124,2942.662109375,2968.2197265625,3064.286865234375,2847.502685546875
2958.509922709142,2980.677391749619,2942.062034634773,2938.464599609375,2957.967041015625,3065.488037109375,2845.322265625
2974.734820174397,2995.392309353701,2983.753791759493,2979.055419921875,2955.0947265625,3059.60693359375,2845.495361328125
2974.750586560726,2949.0994520919844,2961.697447752381,2959.69384765625,2950.58984375,3059.57763671875,2845.0068359375
2967.9004119508245,2994.0803401095322,2955.2111572330905,2969.9208984375,2947.65478515625,3058.387451171875,2838.983642578125
2946.3763450459837,2941.516163554484,2955.2111572330905,2967.647216796875,2955.41064453125,3046.927490234375,2846.044189453125
2971.09605488059,2966.1385350400683,2943.697561220133,2929.9287109375,2943.130859375,3049.6728515625,2836.2265625
2936.2513826564746,2927.6596796285608,2951.781857279875,2947.02099609375,2953.64501953125,3046.259033203125,2833.7998046875
2950.925727176434,2966.9374341858925,2926.601846907354,2930.949951171875,2943.06591796875,3030.127197265625,2833.604248046875
2927.5486610372573,2919.4953276840674,2947.1065080912917,2938.12890625,2937.05712890625,3043.225830078125,2822.395751953125
2958.1639156724978,2987.767295093739,2938.024453048272,2943.841552734375,2942.484130859375,3028.19970703125,2823.317138671875
2964.628007929027,2985.1950721486987,2950.6028816990424,2952.737060546875,2932.66796875,3045.522216796875,2832.431884765625
2998.245420551277,2983.9559613963843,2979.5889758061435,2972.7421875,2943.22314453125,3038.177001953125,2833.991455078125
2972.122983965762,2979.243645091317,2957.8960565319235,2971.076904296875,2936.01953125,3051.950927734375,2834.967529296875
2959.333163050863,2960.185561693546,2995.255341241363,2985.818359375,2953.535400390625,3037.10302734375,2842.499267578125
2940.86476740169,2922.7029444169707,2979.4221210279197,2967.653076171875,2939.52099609375,3048.32861328125,2835.76611328125
2935.9095178582706,2945.4379085397954,2927.911086971266,2927.134033203125,2953.316162109375,3035.885498046875,2828.784912109375
2932.7575777473767,2932.8160046424687,2959.181909195983,2951.015625,2940.6044921875,3035.085693359375,2830.195068359375
2944.63821312119,2951.6850611136374,2932.335852147423,2935.695556640625,2936.79248046875,3035.293701171875,2818.581298828125
2933.68146395583,2948.6764264145454,2959.8358453404344,2966.294189453125,2934.70654296875,3033.64599609375,2818.151611328125
2945.407229351593,2917.753530038986,2954.251821154825,2951.5576171875,2930.9287109375,3033.687255859375,2823.233154296875
2914.185434958208,2893.542206632335,2903.796308557678,2913.249755859375,2921.3037109375,3033.085205078125,2813.5625
2904.819691985275,2926.581520121124,2904.353998511683,2910.9365234375,2924.55322265625,3018.735107421875,2808.977783203125
2902.5005526750506,2912.0164728619634,2936.366637430386,2931.013671875,2912.7509765625,3015.760986328125,2806.862548828125
2912.4439850705508,2904.756511697507,2917.1431002126815,2919.629638671875,2908.664794921875,3010.119384765625,2795.308837890625
2900.321376057364,2904.1000514796083,2890.1707331339812,2875.0830078125,2904.26416015625,3002.553955078125,2790.2177734375
2913.6355748375636,2921.1865599394255,2927.0367419671666,2940.239501953125,2899.34375,2996.976806640625,2788.298095703125
2913.062474363809,2904.994331689862,2902.48878536345,2896.870849609375,2895.56298828125,3000.96240234375,2787.595947265625
2904.874217484791,2909.4969526768377,2893.654963647586,2879.09912109375,2897.841796875,2997.408447265625,2789.08935546875
2892.7748296624363,2897.788253302036,2896.84589555374,2879.688232421875,2890.0673828125,2993.843017578125,2787.1357421875
2881.7312822101494,2858.1195898798665,2885.3831260334177,2873.828857421875,2889.32568359375,2983.799072265625,2778.276123046875
2886.6987740019313,2906.6712367304094,2889.266350125906,2888.92626953125,2884.20849609375,2983.025390625,2770.847412109375
2889.8499662685444,2900.2050954247056,2901.6464219955656,2900.756103515625,2887.3828125,2978.296630859375,2776.63916015625
2903.1224719872835,2889.0049222226367,2893.4612219460296,2887.66015625,2875.3818359375,2980.978515625,2771.330810546875
2892.796766431295,2913.1374870604554,2895.2111763998787,2899.45849609375,2878.4912109375,2979.996826171875,2765.3388671875
2886.882288562464,2877.9653592179416,2896.8301558469248,2896.31591796875,2880.73681640625,2971.799072265625,2775.529296875
2910.016249186263,2924.26018116307,2877.755170223624,2871.48876953125,2870.564453125,2982.31005859375,2767.722412109375
2906.494105069363,2921.23235839158,2900.7685194292417,2900.51513671875,2886.7958984375,2976.088134765625,2774.913330078125
2929.778567576245,2935.3860776874603,2933.9062864595103,2925.724609375,2878.5546875,2979.514404296875,2781.618408203125
2926.3696720457383,2941.9543764822442,2940.2281404451114,2926.10302734375,2884.7548828125,2987.590576171875,2776.834716796875
2926.873237866905,2918.8132785765697,2929.446320752536,2916.388427734375,2897.5390625,2977.764892578125,2789.234619140625
2942.075683549832,2947.354954863125,2906.3612746929143,2913.918701171875,2890.611328125,2999.585205078125,2790.726806640625
2943.135278023732,2950.6098176459213,2930.109052669456,2933.32275390625,2909.839599609375,2994.024658203125,2796.992919921875
2950.729234050403,2943.789282176212,2954.7444931605596,2956.881103515625,2904.160888671875,3003.7841796875,2803.896240234375
2935.2801558413744,2925.2981164569715,2928.3099029293835,2934.487548828125,2912.04296875,3009.512939453125,2801.81298828125
2909.183827201776,2877.5586220938017,2902.526534162332,2909.974853515625,2914.30615234375,3001.113525390625,2803.616943359375
2899.8436456961267,2897.170827208492,2886.78828477686,2887.090087890625,2906.24365234375,3007.786865234375,2795.292724609375
2914.5010983576667,2955.1173956804155,2914.6798291962405,2917.011474609375,2911.96484375,3001.05078125,2794.096923828125
2945.9277137192676,2951.2362676573407,2958.6062790008564,2962.551025390625,2904.8427734375,3006.797607421875,2801.757080078125
2957.3959651110586,2939.0399785614277,2947.784765612036,2938.96630859375,2903.15576171875,3013.53369140625,2791.991455078125
2937.4943978986394,2932.534521433355,2906.6361792645885,2920.79736328125,2909.67041015625,3007.062255859375,2798.650634765625
2935.9907463355644,2933.055023746792,2929.9720839957467,2936.541748046875,2910.39501953125,3010.17578125,2805.965087890625
2939.736623196906,2947.1945823717283,2930.7043635353098,2937.615234375,2913.76220703125,3014.923583984375,2804.724609375
2931.03562239384,2922.36425153725,2929.3775002390657,2923.079833984375,2917.38232421875,3011.31298828125,2809.579345703125
2928.4680309752403,2917.300774688712,2913.3883258392393,2916.314697265625,2909.88232421875,3006.977783203125,2802.494873046875
2922.764120939779,2932.195993354398,2902.526534162332,2909.5009765625,2914.501953125,3001.66162109375,2793.8544921875
2942.582940257078,2948.7985830328976,2925.4420062919817,2917.812744140625,2914.10986328125,3008.255126953125,2803.5078125
2939.376359673649,2910.0729880948415,2953.7320425645103,2936.8125,2912.295166015625,3018.703369140625,2807.28173828125
2945.260827483137,2976.7799743220507,2910.6689102887385,2909.84228515625,2911.786865234375,3013.913330078125,2804.172607421875
2965.278981778306,3013.229949249045,2969.3326547017577,2974.21240234375,2916.177734375,3014.86083984375,2813.277587890625
3013.142519418366,3009.0622453935953,2979.4410510408097,2980.067138671875,2924.3857421875,3025.65234375,2823.48974609375
3001.2611249856054,2963.9779105998255,2979.851478952013,2975.588134765625,2934.0126953125,3041.22265625,2831.2451171875
2999.428208306926,3039.7128444796285,2994.375128882911,2998.44189453125,2945.4580078125,3028.8515625,2839.934326171875
3038.819522884427,3063.8263105211804,3084.064319339175,3091.65771484375,2953.14453125,3048.348876953125,2851.211669921875
3055.854467055578,3021.8703762611617,3076.2162049550593,3064.971435546875,2972.490478515625,3059.333740234375,2863.844482421875
3028.593512718795,2996.5147301844586,3048.7685729863565,3047.083251953125,2976.20751953125,3078.494873046875,2871.548583984375
3023.168556254291,3036.908531190076,2998.2264605563114,3000.123291015625,2988.6005859375,3055.885498046875,2875.0771484375
3035.375237536923,3034.587622440556,3062.4391988090656,3071.948974609375,2988.99658203125,3084.072265625,2878.731689453125
3028.511986142082,2996.7756573442744,3072.2336047463205,3069.618896484375,3002.28076171875,3099.8427734375,2886.461669921875
2998.6389100966453,2976.3093541116737,2986.1174276579477,2981.184326171875,2995.89892578125,3100.281005859375,2888.377685546875
2994.0184080894915,3006.8806186787983,2991.7588348237823,2990.586669921875,2993.311767578125,3087.222900390625,2875.181396484375
3010.3730418554483,3005.996212229629,3031.943983283951,3018.281005859375,2992.12060546875,3090.851318359375,2875.037841796875
3000.60911269003,2946.5787548200346,3020.5022719219673,2990.33349609375,2992.01123046875,3097.895751953125,2879.614501953125
2996.258607582555,3026.6509672699517,3009.893872064397,3001.296142578125,2979.857421875,3090.718017578125,2870.377685546875
2988.6439677411618,2987.0277869686156,3056.0501376689,3056.315673828125,2982.5,3076.904052734375,2868.318115234375
3011.3855604057144,2972.8032624648417,3010.0200874220827,2995.740966796875,2972.953369140625,3083.186767578125,2863.353759765625
2993.4664991683653,3007.815464873756,3005.587559641175,3007.22119140625,2978.41015625,3084.204345703125,2862.950927734375
2997.28019504657,2969.566999787455,3036.6030840897693,3022.607666015625,2977.4912109375,3065.99755859375,2870.765869140625
2978.136507965075,2933.502611421354,2975.381000213008,2969.675537109375,2958.2138671875,3077.590576171875,2850.096435546875
2937.5062431478873,2934.129287648005,2970.032190375138,2963.02490234375,2975.525390625,3057.758056640625,2846.122802734375
2929.3668781113165,2913.5289947651395,2957.453979811833,2951.820068359375,2953.27099609375,3053.063720703125,2845.939208984375
2950.2335812816073,2944.688880787425,2968.075600492459,2971.1103515625,2944.87353515625,3048.619873046875,2820.9306640625
2963.435676755026,2972.6477341105106,2997.2638668085356,3003.213134765625,2944.80322265625,3037.695556640625,2825.843505859375
2974.026318538517,2950.876158910621,2996.890551502684,2991.232177734375,2931.45556640625,3042.728759765625,2828.0009765625
2962.7767423811315,2950.6992881192396,2996.5210378848633,2994.83740234375,2928.693115234375,3039.9658203125,2808.884033203125
2960.0447767477253,2975.5766120876865,2952.3161577663864,2953.758056640625,2937.17822265625,3032.405517578125,2826.187744140625
2974.7698681838506,2987.9253160614658,2979.191346413592,2972.362060546875,2932.8212890625,3038.423095703125,2831.856689453125
2993.8134156508913,2994.945737272848,2954.5704279030597,2959.578125,2938.61767578125,3039.630615234375,2830.662353515625
2974.8387183178365,2956.9614817695415,2958.511682510773,2964.471435546875,2944.1083984375,3036.4287109375,2836.999755859375
